,song_name,artist_name,song_genre,publish_year,time_played_at,dj_name
36,Run,Becky Hill & Galantis,Dance ,2022,06:05,
37,Suit And Tie,"Justin Timberlake, Jay Z",,,06:08,
38,ABC,Gayle,Pop ,2021,06:12,
39,Sorry,Justin Bieber,Pop ,2015,06:14,
40,Closer,The Chainsmokers / Halsey,Dance ,2016,06:25,
41,Light Switch,Charlie Puth,Pop ,2022,06:28,
42,When I'm Gone,Alesso & Katy Perry,Dance ,2021,06:31,
43,Pompeii,Bastille,Alternative ,2013,06:34,
44,Tell Me Something Good,Ewan Mcvicar,,,06:41,
45,Bam Bam,Camila Cabello / Ed Sheeran,Pop ,2022,06:43,
46,Symphony,Clean Bandit / Zara Larsson,Dance ,2017,06:46,
47,Still Sleepless,D.o.d / Carla Monroe,Dance ,2021,06:50,
48,Cheap Thrills,Sia / Sean Paul,Pop ,2016,06:53,
49,Where Are You Now,Lost Frequencies / Calum Scott,Dance ,2021,07:03,Andy Walker
50,As It Was,Harry Styles,,,07:05,Andy Walker
51,Hold My Hand,Jess Glynne,Pop ,2015,07:08,Andy Walker
52,By Your Side,Calvin Harris & Tom Grennan,Dance ,2021,07:12,Andy Walker
53,Ghost,Ella Henderson,Pop ,2014,07:15,Andy Walker
54,Bed,Joel Corry / Raye / David Guetta,Dance ,2021,07:24,Andy Walker
55,Anyone For You,George Ezra,,,07:27,Andy Walker
56,We Are Never Ever Getting Back Together,Taylor Swift,,,07:31,Andy Walker
57,Melody,Sigala,Dance ,2022,07:34,Andy Walker
58,Break My Heart,Dua Lipa,,,07:37,Andy Walker
59,Sacrifice,The Weeknd,R&B/Soul ,2022,07:45,Andy Walker
60,Here With Me,Marshmello / Chvrches,Dance ,2019,07:48,Andy Walker
61,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,07:50,Andy Walker
62,Shivers,Ed Sheeran,Pop ,2021,08:02,Andy Walker
63,she's all i wanna be,Tate Mcrae,Pop ,2022,08:05,Andy Walker
64,Attention,Charlie Puth,Pop ,2017,08:08,Andy Walker
65,My Heart Goes (La Di Da),Becky Hill / Topic,Dance ,2021,08:12,Andy Walker
66,Locked Out Of Heaven,Bruno Mars,Pop ,2012,08:14,Andy Walker
67,Higher Love,Kygo / Whitney Houston,Pop ,2019,08:23,Andy Walker
68,House On Fire,Mimi Webb,Pop ,2022,08:26,Andy Walker
69,Get Lucky,"Daft Punk , Pharrell",Pop ,2013,08:28,Andy Walker
70,Black Magic,Little Mix,Pop ,2015,08:31,Andy Walker
71,2002,Anne-Marie,,,08:35,Andy Walker
72,Beg For You,Charli Xcx / Rina Sawayama,Pop ,2022,08:42,Andy Walker
73,Giant,Calvin Harris / Rag N Bone Man,Dance ,2019,08:47,Andy Walker
74,Shotgun,George Ezra,Singer/Songwriter ,2018,08:50,Andy Walker
75,Good 4 U,Olivia Rodrigo,Pop ,2021,09:02,Andy Walker
76,Hey Brother,Avicii,House ,2013,09:04,Andy Walker
77,Good Luck,Mabel & Jax Jones,Dance ,2022,09:08,Andy Walker
78,Hold On,Justin Bieber,Karaoke ,2013,09:11,Andy Walker
79,Blinding Lights,The Weeknd,R&B/Soul ,2019,09:14,Andy Walker
80,Thats What I Want,Lil Nas X,Pop ,2021,09:23,Andy Walker
81,California Gurls,"Katy Perry, Snoop Dogg",Pop ,2010,09:25,Andy Walker
82,So Sick,Jubel,Pop ,2022,09:29,Andy Walker
83,Remind Me,Tom Grennan,Alternative ,2022,09:32,Andy Walker
84,All I Am,Jess Glynne,Pop ,2018,09:35,Andy Walker
85,Watermelon Sugar,Harry Styles,Pop ,2019,09:42,Andy Walker
86,Love Me Again,John Newman,Pop ,2013,09:45,Andy Walker
87,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,09:48,Andy Walker
88,Since You Been Gone,Kelly Clarkson,Pop ,2004,09:51,Andy Walker
89,My My My (Funktuary Mix),Armand Van Helden / Tara,Dance ,2006,10:02,
90,This Is How We Do It,Montell Jordan,Dance ,2015,10:06,
91,Glad You Came,The Wanted,Pop ,2011,10:09,
92,Don't Cha,Pussycat Dolls / Busta Rhymes,Pop ,2005,10:12,
93,Obviously,Mcfly,Rock ,2004,10:15,
94,Do Your Thing,Basement Jaxx,Electronic ,2005,10:22,
95,Waiting For Tonight,Jennifer Lopez,Pop ,1999,10:26,
96,Starlight,Supermen Lovers,Fitness & Workout ,2011,10:36,
97,Lady Marmalade,"Christina Aguilera, Lil Kim, Mya & Pink",Soundtrack ,2002,10:42,
98,Never Gonna Let You Go,Tina Moore,,,10:46,
99,Shut Up And Drive,Rihanna,R&B/Soul ,2008,10:49,
100,Get Get Down,Paul Johnson,,,10:53,
101,Don't Play,Anne Marie & Ksi & Digital Farm Animals,Pop ,2021,11:03,Emma Adam
102,Run,Becky Hill & Galantis,Dance ,2022,11:06,Emma Adam
103,Human,Rag 'n' Bone Man,Alternative ,2017,11:09,Emma Adam
104,This Is Real,Jax Jones & Ella Henderson,Dance ,2019,11:12,Emma Adam
105,Halo,Beyonce,Pop ,2008,11:16,Emma Adam
106,Seventeen Going Under,Sam Fender,Singer/Songwriter ,2021,11:24,Emma Adam
107,Light Switch,Charlie Puth,Pop ,2022,11:27,Emma Adam
108,About Time,Lizzo,,,11:30,Emma Adam
109,Good Without,Mimi Webb,Pop ,2021,11:33,Emma Adam
110,When The Bassline Drops,"Craig David, Big Narstie",,,11:36,Emma Adam
111,Get Out My Head,Shane Codd,Dance ,2020,11:43,Emma Adam
112,Bam Bam,Camila Cabello / Ed Sheeran,Pop ,2022,11:45,Emma Adam
113,If I Can't Have You,Shawn Mendes,Pop ,2019,11:49,Emma Adam
114,A Sky Full Of Stars,Coldplay,Alternative ,2014,11:52,Emma Adam
115,As It Was,Harry Styles,,,12:03,Emma Adam
116,Stronger (What Doesn't Kill You),Kelly Clarkson,Pop ,2011,12:06,Emma Adam
117,Sorry,Joel Corry,Dance ,2019,12:09,Emma Adam
118,ABC,Gayle,Pop ,2021,12:23,Emma Adam
119,Anyone For You,George Ezra,,,12:26,Emma Adam
120,Time To Groove,Majestic / Nonô,Dance ,2022,12:30,Emma Adam
121,Sweet Lovin,Sigala,Dance ,2015,12:32,Emma Adam
122,Cold Heart (Pnau Remix),Elton John & Dua Lipa,Pop ,2021,12:42,Emma Adam
123,Before You Go,Lewis Capaldi,Alternative ,2019,12:46,Emma Adam
124,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,12:49,Emma Adam
125,Dance Monkey,Tones and I,Alternative ,2019,12:52,Emma Adam
126,Shivers,Ed Sheeran,Pop ,2021,13:02,Emma Adam
127,she's all i wanna be,Tate Mcrae,Pop ,2022,13:06,Emma Adam
128,Can't Stop The Feeling,Justin Timberlake,Pop ,2016,13:09,Emma Adam
129,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson",Dance ,2022,13:13,Emma Adam
130,Blank Space,Taylor Swift,Pop ,2014,13:16,Emma Adam
131,Stay,The Kid Laroi & Justin Bieber,Pop ,2021,13:23,Emma Adam
132,Break Free,Ariana Grande,Pop ,2014,13:26,Emma Adam
133,Paradise,Meduza / Dermot Kennedy,Dance ,2020,13:44,Emma Adam
134,Cheerleader (Felix Jaehn Remix),Omi,Pop ,2015,13:49,Emma Adam
135,Beg For You,Charli Xcx / Rina Sawayama,Pop ,2022,13:52,Emma Adam
136,Good Luck,Mabel & Jax Jones,Dance ,2022,14:02,Emma Adam
137,Kiss My (Uh Oh),Anne-Marie / Little Mix,Pop ,2021,14:06,Emma Adam
138,The Business,Tiesto,Pop ,2020,14:08,Emma Adam
139,Your Song,Rita Ora,Pop ,2017,14:11,Emma Adam
140,Don't Start Now,Dua Lipa,Pop ,2019,14:14,Emma Adam
141,Flowers,Nathan Dawe,Dance ,2019,14:22,Emma Adam
142,Remind Me,Tom Grennan,Alternative ,2022,14:24,Emma Adam
143,Take My Breath,The Weeknd,R&B/Soul ,2021,14:28,Emma Adam
144,Spectrum,Florence And The Machine,Alternative ,2012,14:31,Emma Adam
145,Irreplaceable,Beyonce,Pop ,2006,14:35,Emma Adam
146,Looking For Me,Paul Woolford / Diplo / Kareen Lomax,Dance ,2020,14:42,Emma Adam
147,Troublemaker,"Olly Murs, Flo Rida",Pop ,2012,14:45,Emma Adam
148,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,14:48,Emma Adam
149,Midnight Sky,Miley Cyrus,,,14:51,Emma Adam
150,Want To Want Me,Jason Derulo,Pop ,2015,15:02,Jack Miles
151,Run,Becky Hill & Galantis,Dance ,2022,15:06,Jack Miles
152,Juice,Lizzo,Pop ,2019,15:09,Jack Miles
153,Breaking Me,"Topic, A7S",Dance ,2019,15:12,Jack Miles
154,These Days,Rudimental / Jess Glynne / Macklemore / Dan Caplen,Dance ,2018,15:15,Jack Miles
155,Anyone,Justin Bieber,Pop ,2021,15:23,Jack Miles
156,Light Switch,Charlie Puth,Pop ,2022,15:26,Jack Miles
157,Dancing Feet,Kygo / Dnce,Pop ,2022,15:29,Jack Miles
158,Don't Play,Anne Marie & Ksi & Digital Farm Animals,Pop ,2021,15:33,Jack Miles
159,Levitating,Dua Lipa,,,15:42,Jack Miles
160,Bam Bam,Camila Cabello / Ed Sheeran,Pop ,2022,15:46,Jack Miles
161,Hymn For The Weekend,Coldplay + Beyonce,Karaoke ,2016,15:49,Jack Miles
162,Save Your Tears (Remix),The Weeknd / Ariana Grande,R&B/Soul ,2021,15:52,Jack Miles
163,Promises,Calvin Harris & Sam Smith,,,16:02,Jack Miles
164,As It Was,Harry Styles,,,16:06,Jack Miles
165,Closer,Ne-Yo,R&B/Soul ,2008,16:08,Jack Miles
166,Let Them Know,Mabel,Pop ,2021,16:12,Jack Miles
167,Just The Way You Are (Amazing),Bruno Mars,Singer/Songwriter ,2011,16:15,Jack Miles
168,Don't Break The Heart,Tom Grennan,Alternative ,2021,16:23,Jack Miles
169,Someone Like You,Adele,Pop ,2011,16:26,Jack Miles
170,Anyone For You,George Ezra,,,16:30,Jack Miles
171,Take You Dancing,Jason Derulo,Pop ,2020,16:33,Jack Miles
172,In Ibiza (Seeb Remix),Mike Posner,,,16:36,Jack Miles
173,ABC,Gayle,Pop ,2021,16:42,Jack Miles
174,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,16:49,Jack Miles
175,Like I Love You,Justin Timberlake,Pop ,2002,16:51,Jack Miles
176,Where Are You Now,Lost Frequencies / Calum Scott,Dance ,2021,17:02,Jack Miles
177,she's all i wanna be,Tate Mcrae,Pop ,2022,17:05,Jack Miles
178,I Don't Care,Ed Sheeran / Justin Bieber,Pop ,2019,17:08,Jack Miles
179,Big Energy,Latto / Mariah Carey / Dj Khaled,Hip-Hop/Rap ,2022,17:12,Jack Miles
180,Good 4 U,Olivia Rodrigo,Pop ,2021,17:14,Jack Miles
181,Happy,Pharrell,,,17:17,Jack Miles
182,Heartbreak Anthem,"Galantis, Little Mix",Dance ,2021,17:25,Jack Miles
183,House On Fire,Mimi Webb,Pop ,2022,17:28,Jack Miles
184,Blinding Lights,The Weeknd,R&B/Soul ,2019,17:34,Jack Miles
185,Call Me Maybe,Carly Rae Jepsen,Pop ,2012,17:37,Jack Miles
186,Your Love 9PM,ATB Topic & A7S,Dance ,2021,17:44,Jack Miles
187,Single Ladies (Put A Ring On It),Beyonce,Pop ,2008,17:49,Jack Miles
188,Our Song,Anne-Marie / Niall Horan,Pop ,2021,17:52,Jack Miles
189,Cold Heart (Pnau Remix),Elton John & Dua Lipa,Pop ,2021,18:02,Jack Miles
190,Good As Hell,Lizzo,Pop ,2016,18:06,Jack Miles
191,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,18:08,Jack Miles
192,Higher Power,Coldplay,Alternative ,2021,18:11,Jack Miles
193,Watermelon Sugar,Harry Styles,Pop ,2019,18:14,Jack Miles
194,Let You Love Me,Rita Ora,Pop ,2018,18:25,Jack Miles
195,Bang Bang,Jessie J / Nicki Minaj / Ariana Grande,Pop ,2014,18:28,Jack Miles
196,Remind Me,Tom Grennan,Alternative ,2022,18:31,Jack Miles
197,Blank Space,Taylor Swift,Pop ,2014,18:34,Jack Miles
198,Nobody To Love,Sigma,Dance ,2014,18:37,Jack Miles
199,Butter,BTS,,,18:43,Jack Miles
200,Good Luck,Mabel & Jax Jones,Dance ,2022,18:46,Jack Miles
201,Heat Waves,Glass Animals,Pop ,2020,18:49,Jack Miles
202,Power,"Little Mix, Stormzy",Pop ,2017,18:52,Jack Miles
203,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson",Dance ,2022,19:02,Rob Wills
204,Make Me Feel Good,Belters Only & Jazzy,Dance ,2021,19:07,Rob Wills
205,Fake Friends,"PS1, Alex Hosking",Dance ,2020,19:10,Rob Wills
206,When I'm Gone,Alesso & Katy Perry,Dance ,2021,19:16,Rob Wills
207,I Could Be The One,Avicii; Nicky Romero,Dance ,2012,19:25,Rob Wills
208,Get Out My Head,Shane Codd,Dance ,2020,19:27,Rob Wills
209,More Than Friends,"James Hype, Kelli-Leigh",Dance ,2017,19:30,Rob Wills
210,I Love It,Icona Pop / Charli Xcx,Dance ,2012,19:32,Rob Wills
211,By Your Side,Calvin Harris & Tom Grennan,Dance ,2021,19:35,Rob Wills
212,The Business,Tiesto,Pop ,2020,19:41,Rob Wills
213,Show Me Love,Steve Angello / Laidback Luke / Robin S,,,19:46,Rob Wills
214,No Money,Galantis,Dance ,2016,19:49,Rob Wills
215,I Wish,Joel Corry / Mabel,Dance ,2021,19:52,Rob Wills
216,Melody,Sigala,Dance ,2022,19:59,Rob Wills
217,Flowers,Nathan Dawe,Dance ,2019,20:01,Rob Wills
218,One (Your Name),Swedish House Mafia / Pharrell,Rock ,2010,20:04,Rob Wills
219,Everybody Dance,Cedric Gervais / Franklin / Nile Rodgers,Dance ,2020,20:06,Rob Wills
220,Believe Me,Navos,Dance ,2021,20:09,Rob Wills
221,If You Really Love Me (How Will I Know),David Guetta / John Newman,Dance ,2021,20:11,Rob Wills
222,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,20:18,Rob Wills
223,Tell Me Something Good,Ewan Mcvicar,,,20:21,Rob Wills
224,Something Going On,"Todd Terry, Martha Wash",Dance ,2007,20:24,Rob Wills
225,Time To Groove,Majestic / Nonô,Dance ,2022,20:28,Rob Wills
226,Still Sleepless,D.o.d / Carla Monroe,Dance ,2021,20:30,Rob Wills
227,Black Magic,Jonasu,Dance ,2020,20:39,Rob Wills
228,Do It To It,"Acraze, Cherish",Dance ,2021,20:45,Rob Wills
229,We Found Love,Rihanna / Calvin Harris,Pop ,2011,20:47,Rob Wills
230,The Motto,Tiesto / Ava Max,Dance ,2021,20:51,Rob Wills
231,The Weekend,Michael Gray,,,20:57,Rob Wills
232,Love Is Gone,"David Guetta, Chris Willis",Dance ,2010,21:01,Rob Wills
233,I Luv U Baby,Original,,,21:03,Rob Wills
234,At Night,Shakedown,,,21:07,Rob Wills
235,Evacuate The Dancefloor,Cascada,,,21:10,Rob Wills
236,Riverside,"Sidney Samson, Wizard Sleeve",Dance ,2010,21:13,Rob Wills
237,Good Luck,Mabel & Jax Jones,Dance ,2022,21:19,Rob Wills
238,We've Lost Dancing,Fred Again & The Blessed Madonna,Electronic ,2021,21:22,Rob Wills
239,Make Me Feel Good,Belters Only & Jazzy,Dance ,2021,21:26,Rob Wills
240,My Heart’s Been Waiting For You,Craig David / Duvall,Dance ,2022,21:28,Rob Wills
241,Ferrari,James Hype,Dance ,2022,21:31,Rob Wills
242,Silhouettes,Avicii,Dance ,2012,21:38,Rob Wills
243,Superlove,Avicii,Dance ,2014,21:43,Rob Wills
244,Fade Into Darkness,Avicii,Dance ,2012,21:48,Rob Wills
245,Blessed,Avicii,Dance ,2012,21:52,Rob Wills
246,When I'm Gone,Alesso & Katy Perry,Dance ,2021,21:59,Rob Wills
247,Paradise,Meduza / Dermot Kennedy,Dance ,2020,22:01,Rob Wills
248,Trust,Clear Six / John Gibbons / Emiah,Dance ,2022,22:04,Rob Wills
249,Get Out My Head,Shane Codd,Dance ,2020,22:07,Rob Wills
250,Give Me Your Love,Sigala / John Newman / Nile Rodgers,Dance ,2016,22:12,Rob Wills
251,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson",Dance ,2022,22:19,Rob Wills
252,No Money,Galantis,Dance ,2016,22:22,Rob Wills
253,Looking For Me,Paul Woolford / Diplo / Kareen Lomax,Dance ,2020,22:24,Rob Wills
254,Rainfall,Tom Santa,Dance ,2022,22:28,Rob Wills
255,The Party (This Is How We Do It),Joe Stone [ ] Montell Jordan,Dance ,2015,22:30,Rob Wills
256,Time To Groove,Majestic / Nonô,Dance ,2022,22:33,Rob Wills
257,First Time,"M-22, Medina",Dance ,2017,22:39,Rob Wills
258,My Pony,R3Hab,Dance ,2022,22:45,Rob Wills
259,My My My (Funktuary Mix),Armand Van Helden / Tara,Dance ,2006,22:47,Rob Wills
260,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,22:51,Rob Wills
261,Take Me To The Clouds Above,Lmc / U2,Dance ,2016,22:53,Rob Wills
262,I Wish,Joel Corry / Mabel,Dance ,2021,22:59,Rob Wills
263,Sweet Lovin,Sigala,Dance ,2015,23:02,Rob Wills
264,Hold You,Hix / Jessica Hammond,Dance ,2022,23:06,Rob Wills
265,Still Sleepless,D.o.d / Carla Monroe,Dance ,2021,23:08,Rob Wills
266,Ride It,Regard,Dance ,2019,23:11,Rob Wills
267,The Girl Is Mine,"99 Souls, Destiny's Child, Brandy",Dance ,2015,23:13,Rob Wills
268,Run,Becky Hill & Galantis,Dance ,2022,23:20,Rob Wills
269,More Than Friends,"James Hype, Kelli-Leigh",Dance ,2017,23:23,Rob Wills
270,Kickstarts,Example,Dance ,2010,23:25,Rob Wills
271,Pump It Up,Endor,Dance ,2019,23:28,Rob Wills
272,Destination Calabria,Alex Gaudino / Crystal Waters,,,23:31,Rob Wills
273,By Your Side,Calvin Harris & Tom Grennan,Dance ,2021,23:34,Rob Wills
274,Let Them Know,Mabel,Pop ,2021,23:40,Rob Wills
275,Melody,Sigala,Dance ,2022,23:42,Rob Wills
276,Take It Easy,Spencer Ramsay,Dance ,2022,23:45,Rob Wills
277,You Don't Know Me,Jax Jones / Raye,Dance ,2016,23:48,Rob Wills
278,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,23:51,Rob Wills
279,I Found You,"Axwell, Max C",Fitness & Workout ,2015,23:54,Rob Wills
