,song_name,artist_name,song_genre,publish_year,time_played_at,dj_name
94,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,12:43,Andy Walker
95,Blinding Lights,The Weeknd,R&B/Soul ,2019,12:46,Andy Walker
96,Heartbreak Anthem,"Galantis, Little Mix",Dance ,2021,12:49,Andy Walker
97,Feel It Still,"Portugal, The Man",Alternative ,2017,12:52,Andy Walker
98,Hey Brother,Avicii,House ,2013,13:04,Andy Walker
99,House On Fire,Mimi Webb,Pop ,2022,13:07,Andy Walker
100,That Power,"Will.i.am, Justin Bieber",Karaoke ,2013,13:09,Andy Walker
101,Where Are You Now,Lost Frequencies / Calum Scott,Dance ,2021,13:13,Andy Walker
102,Shotgun,George Ezra,Singer/Songwriter ,2018,13:15,Andy Walker
103,West Coast,Onerepublic,Pop ,2022,13:22,Andy Walker
104,Easy Love,Sigala,Pop ,2015,13:25,Andy Walker
105,she's all i wanna be,Tate Mcrae,Pop ,2022,13:29,Andy Walker
106,Show Me Love,Steve Angello / Laidback Luke / Robin S,,,13:32,Andy Walker
107,Heroes,Alesso / Tove Lo,,,13:35,Andy Walker
108,Anywhere Away From Here,Rag N Bone Man / Pink,Pop ,2021,13:42,Andy Walker
109,Time To Groove,Majestic / Nonô,Dance ,2022,13:45,Andy Walker
110,Let Me Love You,Ne-Yo,R&B/Soul ,2012,13:48,Andy Walker
111,I Love It,Icona Pop / Charli Xcx,Dance ,2012,13:52,Andy Walker
112,STUPID LOVE,Lady Gaga,Pop ,2020,14:02,Andy Walker
113,One Kiss,Calvin Harris / Dua Lipa,Dance ,2018,14:06,Andy Walker
114,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,14:09,Andy Walker
115,Save Your Tears (Remix),The Weeknd / Ariana Grande,R&B/Soul ,2021,14:12,Andy Walker
116,Crazy In Love,Beyonce / Jay-Z,Pop ,2003,14:15,Andy Walker
117,Want To Want Me,Jason Derulo,Pop ,2015,14:23,Andy Walker
118,Good Luck,Mabel & Jax Jones,Dance ,2022,14:26,Andy Walker
119,Don't Forget My Love,Diplo & Miguel,Dance ,2022,14:29,Andy Walker
120,Higher Power,Coldplay,Alternative ,2021,14:33,Andy Walker
121,Get Out My Head,Shane Codd,Dance ,2020,14:44,Andy Walker
122,Everybody Dance,Cedric Gervais / Franklin / Nile Rodgers,Dance ,2020,14:46,Andy Walker
123,Remind Me,Tom Grennan,Alternative ,2022,14:49,Andy Walker
124,Waiting All Night,Rudimental + Ella Eyre,Dance ,2013,14:52,Andy Walker
125,Green Green Grass,George Ezra,,,15:04,Andy Walker
126,Black Magic,Jonasu,Dance ,2020,15:07,Andy Walker
127,Attention,Charlie Puth,Pop ,2017,15:09,Andy Walker
128,Give Me The Reason,James Bay,Alternative ,2022,15:12,Andy Walker
129,Still Sleepless,D.o.d / Carla Monroe,Dance ,2021,15:16,Andy Walker
130,Sweet Melody,Little Mix,Pop ,2020,15:23,Andy Walker
131,Run,Becky Hill & Galantis,Dance ,2022,15:26,Andy Walker
132,Human,Rag 'n' Bone Man,Alternative ,2017,15:29,Andy Walker
133,One Night,Griff,Pop ,2021,15:32,Andy Walker
134,Supalonely,Benee / Gus Dapperton,Alternative ,2019,15:35,Andy Walker
135,Seventeen Going Under,Sam Fender,Singer/Songwriter ,2021,15:43,Andy Walker
136,Looking For Me,Paul Woolford / Diplo / Kareen Lomax,Dance ,2020,15:46,Andy Walker
137,Bam Bam,Camila Cabello / Ed Sheeran,Pop ,2022,15:48,Andy Walker
138,Halo,Beyonce,Pop ,2008,15:52,Andy Walker
139,Your Love 9PM,ATB Topic & A7S,Dance ,2021,16:02,Rob Wills
140,About Time,Lizzo,,,16:05,Rob Wills
141,Bed,Joel Corry / Raye / David Guetta,Dance ,2021,16:08,Rob Wills
142,ABC,Gayle,Pop ,2021,16:11,Rob Wills
143,Heaven,Avicii & Chris Martin,Pop ,2019,16:14,Rob Wills
144,All I Know So Far,Pink,Pop ,2021,16:24,Rob Wills
145,Despacito,"Luis Fonsi, Justin Bieber, Daddy Yankee",,,16:27,Rob Wills
146,As It Was,Harry Styles,,,16:31,Rob Wills
147,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,16:49,Rob Wills
148,Everybody (Backstreet's Back),Backstreet Boys,,,17:03,Rob Wills
149,Am To Pm,Christina Milian,R&B/Soul ,2001,17:07,Rob Wills
150,Perfect Strangers,Jonas Blue / Jp Cooper,Dance ,2016,17:10,Rob Wills
151,Hotter Than Hell,Dua Lipa,Pop ,2016,17:13,Rob Wills
152,Movin' Too Fast,Artful Dodger & Romina Johnson,,,17:16,Rob Wills
153,she's all i wanna be,Tate Mcrae,Pop ,2022,17:30,Rob Wills
154,Melody,Sigala,Dance ,2022,17:33,Rob Wills
155,When I'm Gone,Alesso & Katy Perry,Dance ,2021,17:43,Rob Wills
156,Time To Groove,Majestic / Nonô,Dance ,2022,17:45,Rob Wills
157,Dancing Feet,Kygo / Dnce,Pop ,2022,17:48,Rob Wills
158,Bad Habits,Ed Sheeran,Pop ,2021,17:51,Rob Wills
159,One Last Time,Ariana Grande,Pop ,2014,18:03,Rob Wills
160,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,18:06,Rob Wills
161,Anyone,Justin Bieber,Pop ,2021,18:09,Rob Wills
162,Can't Feel My Face,The Weeknd,R&B/Soul ,2015,18:13,Rob Wills
163,Good Luck,Mabel & Jax Jones,Dance ,2022,18:16,Rob Wills
164,Flowers,Nathan Dawe,Dance ,2019,18:25,Rob Wills
165,Remind Me,Tom Grennan,Alternative ,2022,18:27,Rob Wills
166,Piece Of Your Heart,Meduza / Goodboys,Dance ,2019,18:31,Rob Wills
167,Paradise,George Ezra,Singer/Songwriter ,2018,18:33,Rob Wills
168,My Heart Goes (La Di Da),Becky Hill / Topic,Dance ,2021,18:37,Rob Wills
169,More Than Friends,"James Hype, Kelli-Leigh",Dance ,2017,18:45,Rob Wills
170,Montero (Call Me By Your Name),Lil Nas X,Pop ,2021,18:47,Rob Wills
171,Shake It Off,Taylor Swift,Pop ,2014,18:49,Rob Wills
172,On My Mind,Disciples,Dance ,2017,18:53,Rob Wills
173,Go,Cat Burns,Singer/Songwriter ,2020,19:01,Numi
174,As It Was,Harry Styles,,,19:04,Numi
175,Mirror,Sigrid,Pop ,2021,19:06,Numi
176,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,19:10,Numi
177,Kiss My (Uh Oh),Anne-Marie / Little Mix,Pop ,2021,19:13,Numi
178,Bam Bam,Camila Cabello / Ed Sheeran,Pop ,2022,19:15,Numi
179,Freaky Deaky,"Tyga, Doja Cat",Hip-Hop/Rap ,2022,19:22,Numi
180,Make Me Feel Good,Belters Only & Jazzy,Dance ,2021,19:26,Numi
181,Middle Of The Night,Elley Duhé,Pop ,2020,19:29,Numi
182,she's all i wanna be,Tate Mcrae,Pop ,2022,19:33,Numi
183,Paradise,Bru-C,Dance ,2022,19:36,Numi
184,Time To Groove,Majestic / Nonô,Dance ,2022,19:43,Numi
185,Big Energy,Latto / Mariah Carey / Dj Khaled,Hip-Hop/Rap ,2022,19:47,Numi
186,Drivers License,Olivia Rodrigo,Pop ,2021,19:50,Numi
187,Don't Forget My Love,Diplo & Miguel,Dance ,2022,19:55,Numi
188,Levitating,Dua Lipa,,,19:58,Numi
189,Green Green Grass,George Ezra,,,20:05,Numi
190,Beg For You,Charli Xcx / Rina Sawayama,Pop ,2022,20:08,Numi
191,Bad Life,Sigrid & Bring Me The Horizon,,,20:11,Numi
192,2Step,Ed Sheeran & Lil Baby,Pop ,2022,20:15,Numi
193,Good Luck,Mabel & Jax Jones,Dance ,2022,20:22,Numi
194,Boyfriend,Dove Cameron,Pop ,2022,20:25,Numi
195,Thousand Miles,The Kid Laroi,Pop ,2022,20:28,Numi
196,Dance Monkey,Tones and I,Alternative ,2019,20:31,Numi
197,Night Away (Dance),A1 / J1 / Tion Wayne,Hip-Hop/Rap ,2022,20:35,Numi
198,ABC,Gayle,Pop ,2021,20:37,Numi
199,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson",Dance ,2022,20:44,Numi
200,Hold On,Justin Bieber,Karaoke ,2013,20:46,Numi
201,Heaven Takes You Home,"Swedish House Mafia, Connie Constance",Dance ,2022,20:51,Numi
202,Baby,Aitch & Ashanti,Hip-Hop/Rap ,2022,20:54,Numi
203,She Makes Me Wanna,JLS,Pop ,2011,21:05,Numi
204,Irreplaceable,Beyonce,Pop ,2006,21:08,Numi
205,When You're Gone,Shawn Mendes,Pop ,2022,21:12,Numi
206,Light Switch,Charlie Puth,Pop ,2022,21:15,Numi
207,2Am,Mk / Carla Monroe,Dance ,2020,21:18,Numi
208,Freaky Deaky,"Tyga, Doja Cat",Hip-Hop/Rap ,2022,21:25,Numi
209,Go,Cat Burns,Singer/Songwriter ,2020,21:28,Numi
210,Sweetest Pie,Megan Thee Stallion & Dua Lipa,Pop ,2022,21:32,Numi
211,Run,Becky Hill & Galantis,Dance ,2022,21:35,Numi
212,Heat Waves,Glass Animals,Pop ,2020,21:44,Numi
213,Flowers,Lauren Spencer Smith,Pop ,2022,21:48,Numi
214,What Would You Do?,"Joel Corry, David Guetta & Bryson Tiller",Dance ,2022,21:50,Numi
215,Savage Love (Laxed - Siren Beat),Jawsh 685 / Jason Derulo,Pop ,2020,21:53,Numi
216,Sacrifice,The Weeknd,R&B/Soul ,2022,22:02,
217,Don't Be So Hard On Yourself,Jess Glynne,Pop ,2015,22:05,
218,About Time,Lizzo,,,22:08,
219,Melody,Sigala,Dance ,2022,22:11,
220,What Lovers Do,Maroon 5 & Sza,Pop ,2017,22:14,
221,Where Are You Now,Lost Frequencies / Calum Scott,Dance ,2021,22:21,
222,As It Was,Harry Styles,,,22:23,
223,Thats What I Want,Lil Nas X,Pop ,2021,22:26,
224,Shout Out To My Ex,Little Mix,Pop ,2016,22:28,
225,By Your Side,Calvin Harris & Tom Grennan,Dance ,2021,22:31,
226,Positions,Ariana Grande,,,22:37,
227,Stronger (What Doesn't Kill You),Kelly Clarkson,Pop ,2011,22:40,
228,2Step,Ed Sheeran,Pop ,2021,22:44,
229,Where Did You Go?,"Jax Jones, Mnek",Dance ,2022,22:46,
230,My Heart Goes (La Di Da),Becky Hill / Topic,Dance ,2021,23:02,
231,House On Fire,Mimi Webb,Pop ,2022,23:04,
232,Here With Me,Marshmello / Chvrches,Dance ,2019,23:06,
233,Good 4 U,Olivia Rodrigo,Pop ,2021,23:09,
234,24K Magic,Bruno Mars,Pop ,2016,23:12,
235,Cold Heart (Pnau Remix),Elton John & Dua Lipa,Pop ,2021,23:18,
236,Anywhere,Rita Ora,Pop ,2017,23:22,
237,Give Me The Reason,James Bay,Alternative ,2022,23:25,
238,she's all i wanna be,Tate Mcrae,Pop ,2022,23:29,
239,Superstar,Jamelia,Pop ,2003,23:32,
240,Take My Breath,The Weeknd,R&B/Soul ,2021,23:39,
241,Time To Groove,Majestic / Nonô,Dance ,2022,23:42,
242,My Universe,Coldplay / Bts,Pop ,2021,23:44,
243,If You Really Love Me (How Will I Know),David Guetta / John Newman,Dance ,2021,23:48,
244,California Gurls,"Katy Perry, Snoop Dogg",Pop ,2010,23:51,
245,Stay,The Kid Laroi & Justin Bieber,Pop ,2021,23:54,
